"","Code","company","details","date","close","x52_high","x52_low","x200_ma","x52_chg_pct","price_vol","avg_vol","pe_z","pe_ratio_ttm","pbr_z","price_book_mrq","market_cap_millions","shares_market_cap","shares_outstanding_millions","return_on_equity_ttm_percent","der_z","total_debt_equity_mrq","profit_margin_percent","operating_margin_ttm_percent","enterprise_value_ebitda","qgyoy_adjusted","qrgyoy_z","qrgyoy","quarterly_revenue_growth_yoy_percent"
"149","NUF.AX","Nufarm","Nufarm Limited is a developer and manufacturer of crop protection solutions and seed technologies. Seed technologies combines its seed treatment portfolio and the Nuseed business. Its seed treatment products provide protection and treatment for damage caused by insects, fungus and disease. Through Nuseed it develops and distributes yielding sunflower, sorghum and canola seed to customers in over 30 countries. It develops, manufactures and sells crop protection solutions including herbicides, insecticides and fungicides that help growers protect crops against weeds, pests and disease. It operates primarily in the off-patent market, providing customers with longstanding foundational products and formulations. Its crop protection business is focused on five core crops across key geographies. Its key crops are cereals; corn; soybean; pasture, turf and ornamentals; and trees, nuts, vines and vegetables. Its geographical segments are Europe, North America, Asia Pacific and Latin America.",2021-02-12,4.68,6.09,3.37,4.11,0,0.66,1423828,-0.19,0,-0.44,0.98,1770,4.66,379.75,0,0.42,52.61,-34.17,-31.31,-6.45,-0.18,-0.75,18,18
"150","NUS.AX","Nusantara Resources Limited","Nusantara Resources Limited is an Australia-based company engaged in the exploration, evaluation and development of gold resources in Indonesia. The Company owns a 100% interest in a gold mining exploration area located in the Luwu Regency of South Sulawesi Province in Indonesia. It holds the Awak Mas Gold Project under a 7th Generation Contract of Work (CoW) and is owned 100% by PT Masmindo Dwi Area, a wholly owned subsidiary of the Company. The CoW covers an area of approximately 14,400 hectares and allows for a construction period of three years and an operating period of 30 years. The Awak Mas Gold Project occurs within three separate deposits known as Awak Mas, Salu Bulo, and Tarra Main deposits. The Awak Mas deposit is centrally located in the CoW area. Awak Mas is comprised of five mineralised domains: Mapacing, Ongan, Lematik, Tanjung and Rante. The Tarra deposit is located approximately four kilometer north of the Awak Mas deposit.",2021-02-12,0.27,0.38,0.18,0.3,0,0.67,83742,-0.19,0,-0.41,1.29,66.49,0.29,229.27,-5.86,0.16,33.08,0,-8670.32,-16.09,8.6,0.09,64,8.6
"151","OKU.AX","Oklo Resources","Oklo Resources Limited is is an exploration company with gold, uranium and phosphate projects located in Mali, Africa. The Company is engaged in the identification of potential mining resource assets for acquisition, acquiring, conducting mineral exploration in Australia and Republic of Mali. Its segments include Mali and Australia. The Company's projects include Dandoko, Moussala, Socaf projects, KIDAL uranium project and SAMIT north phosphate project. Its Dandoko permit, which covers approximately 134 square kilometers, is located within the Kenieba Inlier of western Mali. Its Socaf project covers approximately 224 square kilometers and it is located in the West Mali. Its Moussala project is located approximately 15 kilometers west of the Dandoko Project. Its Yanfolila, Kolondieba, Solabougouda prospects are located in Southern Mali. Its subsidiaries include Oklo Resources Mali sarl, Kidal Mining sarl, Essouk Mining sarl, Telabit Mining sarl and Oklo Uranium Mali Limited sarl.",2021-02-12,0.19,0.38,0.12,0.26,0,1,0,-0.19,0,-0.4,1.34,0,0,504.03,-2.77,-0.27,0,0,-1663.52,-56.27,301.6,1.32,131,301.6
"152","OBM.AX","Ora Banda Mining Ltd","Ora Banda Mining Ltd., formerly Eastern Goldfields Limited, is engaged in mineral exploration and evaluation, and the care and maintenance of its gold producing mines. The Company's segments include ongoing care and maintenance and mine development work segment and exploration segment. The Company holds interests in the Davyhurst Gold Project and Mt Ida Project. The Davyhurst Gold Project is located approximately 120 kilometers north-west of Kalgoorlie, and the Mt Ida Project is located over 200 kilometers north-west of Kalgoorlie. It also holds a tenement position, covering approximately 1,420 square kilometers. Its other projects include the Golden Eagle project Area; Lights of Israel Complex; Waihi Project Area; Mulline Project Area, including Foxtrot Prospect and Lady Gladys Offset Prospect; Callison/Glasson Project Area, and Siberia Project Area, including Sandking and Missouri Project Area, Camperdown Project Area, Black Rabbit Deposit, Pole Prospect and South Pole Prospect.",2021-02-12,0.28,0.42,0.09,0.33,0,1,766480,-0.19,0,-0.17,3.58,244.24,0.29,842.22,-16.01,-0.26,0.82,0,0,-49.56,0,-1.07,1,0
"153","OZL.AX","OZ Minerals","OZ Minerals Limited is an Australia-based mining company with a focus on copper. The Company’s operations include Prominent Hill, Carrapateena, West Musgrave, Antas, Pedra Brance and CentroGold. Prominent Hill is engaged in mining copper, gold and silver from Prominent Hill Mine, a combined open pit and underground mine located in the Gawler Craton of South Australia. Carrapateena is engaged in exploration and evaluation activities associated with Carrapateena project located in South Australia. West Musgrave project is located in the Musgrave Province of Western Australia and includes the Nebo-Babel nickel-copper and Succoth copper deposits. Antas is a high-grade open pit copper-gold mine located in the Carajas, Brazil.",2021-02-12,19.24,21.23,5.83,16.03,0,0.96,1419417,1.21,33.91,-0.31,2.25,6782,20.47,331.29,6.78,-0.11,12.01,15.81,22.09,16.44,37.3,0.61,92,37.3
"154","OZM.AX","OzAurum Resources Limited",NA,2021-02-12,0.22,0.24,0.17,0,0,Inf,0,-0.19,0,-0.54,0,23.47,0.2,114.5,0,-0.27,0,0,0,0,0,-1.07,1,0
"155","PGH.AX","Pact Group Holdings","Pact Group Holdings Limited manufactures packaging and other products. The Company's principal activities are the conversion of plastic resin and steel into rigid packaging and other products that service customers in various sectors, including food and beverage, personal care, household consumer, industrial and chemical, and materials handling and infrastructure. It also provides a range of services, including outsourced manufacturing, filling and packing, and a range of sustainability, recycling and environmental services. Its segments include Pact Australia and Pact International. The Pact Australia segment manufactures and supplies rigid plastic and metal packaging and associated services. The Pact International segment is engaged in providing contract manufacturing and packing services, and recycling and sustainability services. The Pact International segment is also engaged in manufacture and supply of materials handling products and the provision of associated services.",2021-02-12,2.67,2.83,1.25,2.42,0,0.65,0,-0.19,0,-0.29,2.45,911.58,2.65,343.99,25.56,3.82,309.36,4.91,8.45,8.45,0.6,-0.46,34,0.6
"156","PAM.AX","Pan Asia Metals Limited","Pan Asia Metals Ltd is a Singapore-based metals exploration and development company. The Company is engaged in the exploration and development of specialty and base metal projects in South East Asia. The Company is focused on building a mineral reserve which will position it to participate in downstream opportunities. The Company’s project includes Reung Kiet Lithium, Khao Soon Tungsten, Bang Now Lithium and Minter Tungsten. The Reung Kiet Lithium Project is located about 50Kilometer (km) north-east of Phuket in the Phang Nga Province in Southern Thailand which explores lithium. The Khao Soon Tungsten Project is located approximately 600km south of Bangkok in Nakhon Si Thammarat Province, Southern Thailand, which explores tungsten.",2021-02-12,0.18,0.24,0.1,0.15,0,0.93,305511,-0.19,0,-0.31,2.27,22.05,0.17,126.01,0,-0.26,1.13,0,0,0,0,-1.07,1,0
"157","PNR.AX","Pantoro Limited","Pantoro Limited, formerly Pacific Niugini Limited, is a gold producer engaged in development of the Halls Creek project and exploration of minerals in Papua New Guinea (PNG). The Company's segments include the Nicolsons Gold Project and PNG Exploration. The Nicolsons Gold Project segment includes mining, treatment, exploration and development of gold assets. The PNG Exploration segment includes the mineral exploration within PNG. The Halls Creek Project includes the Nicolsons Mine, and a pipeline of exploration and development prospects located east of Halls Creek in the Kimberley Region of Western Australia. The Halls Creek Project includes the Rowdies and Wagtail Deposits, which lie over 1.5 kilometers south of Nicolsons Mine. The Garaina Project is located over 100 kilometers southeast of the Hidden Valley Mine and Wau Town, in the Morobe province, covering an area of over 380 square kilometers and prospective for discovery of epithermal gold and porphyry copper-gold deposits.",2021-02-12,0.22,0.29,0.06,0.23,0,1,2206852,-0.19,0,-0.24,2.89,309.85,0.22,1410,-30.73,-0.06,16.07,-35.52,-15.91,25.97,-0.138,-0.85,13,13.8
"158","PEK.AX","Peak Resources Limited","Peak Resources Limited is an Australia-based company engaged in the exploration and evaluation of mineral licenses. The Company's principal activities include mineral processing technological evaluations; mining and associated infrastructure, feasibility evaluations, and mineral definition and development. The Company's segments include Exploration & Development (E&D), and Unallocated. The (E&D) segment includes the Company's exploration and development activities for the Ngualla project in Tanzania. The Ngualla Rare Earth Project is located in southern Tanzania, approximately 150 kilometers from the city of Mbeya on the edge of the East African Rift Valley. The Ngualla Project is located on the Ngualla Carbonatite. The Company's subsidiaries include PRL Pty Ltd, Peak Hill Gold Mines Pty Ltd, Redpalm Pty Ltd, Pan African Exploration Limited and Peak Resources Tanzania Limited.",2021-02-12,0.11,0.14,0.01,0.05,0,2.6,5106790,0.56,18.33,-0.26,2.75,174.3,0.11,1580,18.26,-0.14,10.48,0,0,-41.6,0,-1.07,1,0
"159","PEX.AX","Peel Mining","Peel Mining Limited is an Australia-based minerals explorer focused on developing base metal deposits in the Cobar Superbasin in western New South Wales (NSW). The Company's projects include Wagga Tank-Southern Nights, Mallee Bull & May Day, Fenceline/The Bird, Wirlong and other Cobar assets. The Wagga Tank-Southern Nights project is located approximately 130 kilometers (km) south of Cobar and consists of two zinc-dominant ore bodies. The Mallee Bull project is located approximately 100 km south of Cobar in central NSW and comprises approximately 80 square km of granted leases. The May Day project is located approximately 100 km south of Cobar contained within part of the Mallee Bull project. Fenceline/The Bird prospect is located approximately four km East of Wagga Tank. The Wirlong Copper discovery is located approximately 70 km south-southeast of Cobar.",2021-02-12,0.27,0.31,0.1,0.25,0,0.84,357936,0.67,20.77,-0.4,1.4,92.24,0.27,341.64,8.14,-0.27,0,2854.71,-1864.89,-37.44,67.6,0.83,104,67.6
